size_sq_ft,location_avg_price,price_per_sqft,localityName,propertyType,bedrooms,price
1.1945965100135485,-0.26540488389316136,-0.44274933230108937,131.0,1.0,2.0,43600
0.4961317394557018,-0.5200669971050412,-0.4697650543985674,45.0,1.0,2.0,32000
-0.43515462128809385,-0.7318658292387897,-0.06532614689207422,149.0,0.0,2.0,26000
-0.43515462128809385,-0.7318658292387897,-0.11692697302221301,149.0,0.0,2.0,25000
-0.26053842864863214,-0.7318658292387897,-0.05242594035953956,149.0,0.0,3.0,30000
-0.3769492237416066,-0.7318658292387897,-0.17556427544282535,149.0,0.0,2.0,25000
0.03048855908380399,-0.7318658292387897,0.4613581474017563,149.0,0.0,3.0,50000
-0.72618160902053,-0.7318658292387897,0.2523414389715926,149.0,0.0,2.0,24500
0.03048855908380399,-0.7318658292387897,-0.2859641620692194,149.0,0.0,3.0,30000
-0.43515462128809385,-0.7318658292387897,0.14107715762848097,149.0,0.0,2.0,30000
0.9617749198275997,-0.26540488389316136,-0.20292834990577774,131.0,1.0,3.0,50000
-0.08592223600917047,-0.26540488389316136,-0.40359822930076183,131.0,1.0,2.0,25000
0.4379263419092146,-0.26540488389316136,-0.6092848556806206,131.0,1.0,2.0,26500
1.078185714920574,-0.5200669971050412,-0.7498605105546601,45.0,1.0,2.0,28500
0.37972094436272735,-0.5972778928976427,-0.01372532076193542,76.0,2.0,3.0,45000
0.4379263419092146,-0.5972778928976427,-0.20292834990577774,76.0,1.0,3.0,40000
0.9617749198275997,-0.5972778928976427,0.037875505368203374,76.0,1.0,2.0,60000
0.14689935417677843,-0.5972778928976427,-0.18350868415787594,76.0,1.0,2.0,35000
-0.08592223600917047,-0.5972778928976427,-0.20292834990577774,76.0,1.0,2.0,30000
0.4379263419092146,-0.5972778928976427,-0.21797859086040158,76.0,1.0,2.0,39500
-0.027716838462683236,-0.5200669971050412,-0.1685277991523518,45.0,1.0,3.0,32000
0.4379263419092146,-0.26540488389316136,-0.5039331689982539,131.0,1.0,2.0,30000
-0.3187438261951194,-0.5200669971050412,0.006466306854205713,45.0,1.0,3.0,30000
0.08869395663029121,-0.26540488389316136,-0.1427273860872825,131.0,1.0,3.0,35000
0.37972094436272735,-0.5200669971050412,-0.3078500297037266,45.0,1.0,3.0,35500
0.6125425345486762,-0.5972778928976427,-0.4344705184384517,76.0,1.0,3.0,35000
0.2633101492697529,-0.5972778928976427,-0.586025392387111,76.0,1.0,2.0,25000
0.4379263419092146,-0.26540488389316136,-0.12767714513265865,131.0,1.0,3.0,42500
0.37972094436272735,-0.5972778928976427,-0.1685277991523518,76.0,1.0,3.0,40000
0.14689935417677843,-0.26540488389316136,-0.2534194808503222,131.0,1.0,3.0,33000
0.37972094436272735,-0.5200669971050412,-0.47813275593318455,45.0,1.0,3.0,30000
-0.6097708139275555,-0.9745366558887434,-0.44373220517975864,62.0,1.0,3.0,16000
-0.9007978016599917,-0.26540488389316136,0.42686634850309574,131.0,1.0,2.0,22000
-0.7843870065670172,-0.26540488389316136,-0.1066068077961853,131.0,1.0,2.0,18000
-0.7843870065670172,-0.7318658292387897,0.18235781853259184,149.0,0.0,2.0,22000
-0.9590031992064789,-0.7318658292387897,-0.32333027754276816,149.0,1.0,2.0,12000
-0.9590031992064789,-0.7318658292387897,-0.5942346147259968,149.0,1.0,2.0,9000
-0.9590031992064789,-0.7318658292387897,-0.5039331689982539,149.0,1.0,2.0,10000
-0.72618160902053,-0.7318658292387897,0.08302622823207474,149.0,0.0,2.0,22000
-0.9007978016599917,-0.7318658292387897,-0.40668545821453095,149.0,1.0,2.0,12000
-0.493360018834581,-0.7318658292387897,-0.35042071126109103,149.0,1.0,3.0,19500
-0.9007978016599917,-0.7318658292387897,-0.2816526872068868,149.0,1.0,2.0,13500
-0.9007978016599917,-0.7318658292387897,-0.5733958195580561,149.0,1.0,2.0,10000
-0.493360018834581,-0.7318658292387897,-0.32333027754276816,149.0,1.0,3.0,20000
-1.017208596752966,-0.7318658292387897,-0.37258561157608255,149.0,1.0,2.0,10500
-0.8425924041135044,-0.7318658292387897,-0.09112655995714371,149.0,1.0,2.0,17000
-1.0754139942994534,-0.7318658292387897,-0.21496854266947674,149.0,1.0,2.0,11000
-0.8425924041135044,-0.7318658292387897,-0.47813275593318455,149.0,1.0,2.0,12000
-0.9357210401878839,-0.7318658292387897,-0.27089718002343355,149.0,1.0,2.0,13000
-0.9007978016599917,-0.7318658292387897,-0.49004063888629346,149.0,1.0,2.0,11000
-0.9240799606785866,-0.7318658292387897,-0.3319304152311246,149.0,1.0,2.0,12500
-1.0754139942994534,-0.7318658292387897,-0.1066068077961853,149.0,0.0,2.0,12000
-1.1336193918459405,-0.7318658292387897,0.037875505368203374,149.0,0.0,2.0,12000
-0.6097708139275555,-0.7318658292387897,-0.20292834990577774,149.0,1.0,3.0,20000
-0.9007978016599917,-0.7318658292387897,-0.32333027754276816,149.0,1.0,2.0,13000
-0.8425924041135044,-0.7318658292387897,-0.4007315167379763,149.0,1.0,2.0,13000
-0.9590031992064789,-0.7318658292387897,-0.23302883181502526,149.0,1.0,2.0,13000
-0.9822853582250738,-0.7318658292387897,-0.4260870950950274,149.0,1.0,2.0,10500
-0.8658745631320993,-0.7318658292387897,-0.371136925280985,149.0,1.0,2.0,13000
-1.1336193918459405,-0.7318658292387897,-0.08252642226878727,149.0,2.0,2.0,11000
-1.017208596752966,-0.7318658292387897,-0.32333027754276816,149.0,1.0,2.0,11000
-0.6097708139275555,-0.7318658292387897,-0.38353124136126343,149.0,1.0,3.0,17000
-0.7843870065670172,-0.5972778928976427,-0.6122949038715454,76.0,1.0,2.0,11000
-0.26053842864863214,-0.7318658292387897,-0.1427273860872825,149.0,0.0,2.0,28000
-0.9124388811692891,-0.9745366558887434,-0.4757139672083343,62.0,0.0,2.0,11000
-1.017208596752966,-0.7318658292387897,-0.27407494350945383,149.0,2.0,2.0,11500
-0.493360018834581,-0.5972778928976427,-0.6484154821626426,76.0,1.0,2.0,14000
-0.3769492237416066,-0.5972778928976427,-0.618862281742654,76.0,1.0,3.0,16000
-0.493360018834581,-0.5972778928976427,-0.5400537472893511,76.0,1.0,3.0,16000
-0.493360018834581,-0.5972778928976427,-0.6484154821626426,76.0,1.0,2.0,14000
-0.493360018834581,-0.5972778928976427,-0.5400537472893511,76.0,1.0,3.0,16000
-0.493360018834581,-0.5972778928976427,-0.5942346147259968,76.0,1.0,2.0,15000
-0.493360018834581,-0.5972778928976427,-0.756777217035934,76.0,1.0,2.0,12000
-0.493360018834581,-0.5972778928976427,-0.7296867833176112,76.0,1.0,2.0,12500
-0.26053842864863214,-0.7318658292387897,0.39908128827917494,149.0,0.0,3.0,40000
-0.493360018834581,-0.7318658292387897,0.11011666195039761,149.0,0.0,2.0,28000
-1.017208596752966,-0.7318658292387897,-0.2445217430894654,149.0,1.0,2.0,11800
-0.72618160902053,-0.7318658292387897,-0.05242594035953956,149.0,0.0,2.0,20000
-0.493360018834581,-0.5972778928976427,-0.32333027754276816,76.0,1.0,2.0,20000
-0.72618160902053,-0.5972778928976427,-0.661960699021804,76.0,1.0,2.0,11000
-0.493360018834581,-0.5972778928976427,-0.2691494101061225,76.0,2.0,2.0,21000
-0.493360018834581,-0.5972778928976427,-0.5400537472893511,76.0,1.0,3.0,16000
-0.493360018834581,-0.7318658292387897,-0.025335506641216702,149.0,1.0,3.0,25500
-0.72618160902053,-0.7318658292387897,0.3200675232673998,149.0,1.0,2.0,25500
-0.493360018834581,-0.5200669971050412,-0.6484154821626426,45.0,1.0,2.0,14000
-0.9007978016599917,-0.7318658292387897,-0.07326473552748015,149.0,1.0,2.0,16000
-0.493360018834581,-0.5972778928976427,-0.4858728798527054,76.0,1.0,3.0,17000
-0.493360018834581,-0.5972778928976427,-0.5942346147259968,76.0,1.0,2.0,15000
-0.72618160902053,-0.7318658292387897,-0.05242594035953956,149.0,0.0,2.0,20000
-0.3769492237416066,-0.7318658292387897,0.07071239472374621,149.0,0.0,3.0,30000
-0.9007978016599917,-0.7318658292387897,-0.4483630485504121,149.0,1.0,2.0,11500
-1.0754139942994534,-0.7318658292387897,-0.21496854266947674,149.0,0.0,2.0,11000
-0.9590031992064789,-0.7318658292387897,-0.4136317232705111,149.0,0.0,2.0,11000
-0.9590031992064789,-0.7318658292387897,-0.36848100040663956,149.0,0.0,2.0,11500
-1.0754139942994534,-0.7318658292387897,-0.32333027754276816,149.0,0.0,2.0,10000
-1.017208596752966,-0.7318658292387897,-0.2248196094761397,149.0,0.0,2.0,12000
-0.493360018834581,-0.7318658292387897,-0.4858728798527054,149.0,1.0,3.0,17000
-0.6097708139275555,-0.7318658292387897,-0.38353124136126343,149.0,1.0,3.0,17000
-1.017208596752966,-0.7318658292387897,-0.42184094560939667,149.0,1.0,2.0,10000
-0.9240799606785866,-0.7318658292387897,-0.28892972678934226,149.0,1.0,2.0,13000
-0.9007978016599917,-0.7318658292387897,-0.23997509687100546,149.0,1.0,2.0,14000
-0.3769492237416066,-0.7318658292387897,-0.27407494350945383,149.0,1.0,3.0,23000
-0.6679762114740427,-0.7318658292387897,-0.19584588357419008,149.0,1.0,2.0,19000
-0.9007978016599917,-0.7318658292387897,-0.11494232586336152,149.0,1.0,2.0,15500
-0.9590031992064789,-0.7318658292387897,-0.4136317232705111,149.0,1.0,2.0,11000
-0.9007978016599917,-0.7318658292387897,-0.23997509687100546,149.0,1.0,2.0,14000
-0.9590031992064789,-0.7318658292387897,-0.36848100040663956,149.0,1.0,2.0,11500
-0.9822853582250738,-0.7318658292387897,-0.4260870950950274,149.0,1.0,2.0,10500
-1.017208596752966,-0.7318658292387897,-0.5203516136760253,149.0,1.0,2.0,9000
-0.8425924041135044,-0.7318658292387897,-0.09112655995714371,149.0,1.0,2.0,17000
-1.017208596752966,-0.7318658292387897,-0.42184094560939667,149.0,1.0,2.0,10000
-0.493360018834581,-0.7318658292387897,-0.43169201241605965,149.0,1.0,3.0,18000
-0.9357210401878839,-0.7318658292387897,-0.4456741717545488,149.0,1.0,2.0,11000
-0.3769492237416066,-0.7318658292387897,-0.42184094560939667,149.0,1.0,3.0,20000
-0.9357210401878839,-0.7318658292387897,-0.09612018829231829,149.0,1.0,2.0,15000
-0.9357210401878839,-0.7318658292387897,-0.6204511634856641,149.0,1.0,2.0,9000
-0.9007978016599917,-0.7318658292387897,-0.3650078678786496,149.0,1.0,2.0,12500
-0.9357210401878839,-0.7318658292387897,-0.5330626676201065,149.0,1.0,2.0,10000
-0.8658745631320993,-0.7318658292387897,-0.41097579839616566,149.0,1.0,2.0,12500
-1.0754139942994534,-0.5200669971050412,-0.5400537472893511,45.0,1.0,2.0,8000
-0.493360018834581,0.7700874071256443,-0.5400537472893511,151.0,1.0,2.0,16000
-0.493360018834581,-0.5972778928976427,-0.5942346147259968,76.0,1.0,3.0,15000
-0.493360018834581,-0.5972778928976427,0.11011666195039761,76.0,1.0,3.0,28000
-0.493360018834581,-0.5972778928976427,-0.5942346147259968,76.0,1.0,2.0,15000
-0.493360018834581,-0.5200669971050412,-0.16078767523283102,45.0,1.0,3.0,23000
-0.493360018834581,-0.5200669971050412,-0.756777217035934,45.0,1.0,2.0,12000
-0.493360018834581,-0.5972778928976427,-0.05242594035953956,76.0,1.0,2.0,25000
-0.1441276335556577,-0.5200669971050412,-0.32333027754276816,45.0,1.0,3.0,26000
-0.493360018834581,-0.5972778928976427,-0.5942346147259968,76.0,1.0,2.0,15000
-0.7843870065670172,-0.7318658292387897,-0.39557143412496243,149.0,1.0,2.0,14000
-0.493360018834581,-0.5972778928976427,-0.7025963495992883,76.0,1.0,2.0,13000
-0.493360018834581,-0.5972778928976427,-0.5400537472893511,76.0,1.0,2.0,16000
-0.493360018834581,-0.5972778928976427,-0.43169201241605965,76.0,1.0,3.0,18000
-0.493360018834581,-0.20838018743801567,-0.6484154821626426,3.0,1.0,2.0,14000
-0.6097708139275555,-0.5972778928976427,-0.744737024272235,76.0,1.0,2.0,11000
-0.9007978016599917,-0.7318658292387897,-0.49004063888629346,149.0,1.0,2.0,11000
-0.9590031992064789,-0.7318658292387897,-0.4587824461343825,149.0,1.0,2.0,10500
0.22838691074186057,-0.5972778928976427,-0.8049379880907302,76.0,1.0,2.0,18000
0.22838691074186057,0.7700874071256443,-0.8383829679898942,151.0,1.0,2.0,17000
-0.72618160902053,-0.5972778928976427,-0.18787810895115387,76.0,1.0,2.0,18000
-0.9007978016599917,-0.7318658292387897,-0.40668545821453095,149.0,1.0,2.0,12000
-0.9007978016599917,-0.7318658292387897,-0.40668545821453095,149.0,1.0,2.0,12000
-0.8425924041135044,-0.7318658292387897,-0.4007315167379763,149.0,1.0,2.0,13000
-0.5166421778531759,-0.9745366558887434,-0.3565022371978574,62.0,2.0,3.0,19000
-0.9706442787157763,-0.9745366558887434,-0.3049638818015324,62.0,2.0,2.0,12000
-0.9706442787157763,-0.9745366558887434,-0.3049638818015324,62.0,1.0,2.0,12000
-1.040490755771561,-0.9745366558887434,-0.1290969791849816,62.0,1.0,2.0,12500
-0.9706442787157763,-0.9745366558887434,-0.21313190309535307,62.0,1.0,2.0,13000
-1.0870550738087508,-0.9745366558887434,-0.24592903834756008,62.0,1.0,2.0,10500
-1.0870550738087508,-0.9745366558887434,-0.3565022371978574,62.0,1.0,2.0,9500
-1.0870550738087508,-0.9745366558887434,-0.3565022371978574,62.0,1.0,2.0,9500
-0.9706442787157763,-0.9745366558887434,-0.3049638818015324,62.0,1.0,2.0,12000
-1.0986961533180482,-0.9745366558887434,-0.5039331689982539,62.0,1.0,2.0,8000
-1.0754139942994534,-0.9745366558887434,-0.21496854266947674,62.0,1.0,2.0,11000
-1.0754139942994534,-0.9745366558887434,-0.16078767523283102,62.0,1.0,2.0,11500
-1.0754139942994534,-0.9745366558887434,-0.2691494101061225,62.0,1.0,2.0,10500
-0.9706442787157763,-0.9745366558887434,-0.25904789244844284,62.0,1.0,2.0,12500
-0.9706442787157763,-0.9745366558887434,-0.4886278392138907,62.0,1.0,2.0,10000
-0.8542334836228018,-0.9745366558887434,-0.3861486745707633,62.0,1.0,2.0,13000
-0.9007978016599917,-0.9745366558887434,-0.5733958195580561,62.0,1.0,2.0,10000
-0.9706442787157763,-0.9745366558887434,-0.21313190309535307,62.0,1.0,2.0,13000
-0.9706442787157763,-0.9745366558887434,-0.25904789244844284,62.0,1.0,2.0,12500
-0.9706442787157763,-0.9745366558887434,-0.39679586050771154,62.0,1.0,2.0,11000
-1.0870550738087508,-0.9745366558887434,-0.3012156377727087,62.0,1.0,2.0,10000
-0.9822853582250738,-0.9745366558887434,-0.4260870950950274,62.0,1.0,2.0,10500
-0.9706442787157763,-0.9745366558887434,-0.39679586050771154,62.0,1.0,2.0,11000
-0.8542334836228018,-0.9745366558887434,-0.26836418014327257,62.0,1.0,2.0,14500
-0.9706442787157763,-0.9745366558887434,-0.3049638818015324,62.0,1.0,2.0,12000
-0.8542334836228018,-0.9745366558887434,-0.30762567828576937,62.0,1.0,2.0,14000
-0.8425924041135044,-0.9745366558887434,-0.24592903834756008,62.0,1.0,2.0,15000
-0.8775156426413967,-0.9745366558887434,-0.274810097748757,62.0,1.0,2.0,14000
-0.8449206200153639,-0.9745366558887434,-0.35903686639786414,62.0,1.0,2.0,13500
-0.8542334836228018,-0.9745366558887434,-0.30762567828576937,62.0,1.0,2.0,14000
-0.9706442787157763,-0.9745366558887434,-0.350879871154622,62.0,1.0,2.0,11500
-0.8542334836228018,-0.9745366558887434,-0.3861486745707633,62.0,1.0,2.0,13000
-1.1569015508645355,-0.9745366558887434,-0.20992846197769574,62.0,1.0,2.0,9500
-0.8542334836228018,-0.9745366558887434,-0.1898411838582788,62.0,1.0,2.0,15500
-0.8542334836228018,-0.9745366558887434,-0.07205668943078805,62.0,1.0,2.0,17000
-0.9706442787157763,-0.9745366558887434,-0.25904789244844284,62.0,1.0,2.0,12500
-0.9706442787157763,-0.9745366558887434,-0.3049638818015324,62.0,1.0,2.0,12000
-0.8542334836228018,-0.9745366558887434,-0.4254101727132601,62.0,1.0,2.0,12500
-0.8542334836228018,-0.9745366558887434,-0.30762567828576937,62.0,1.0,2.0,14000
-0.9613314151083383,-0.9745366558887434,-0.4103095965046074,62.0,1.0,2.0,11000
-0.9706442787157763,-0.9745366558887434,-0.21313190309535307,62.0,1.0,2.0,13000
-1.0870550738087508,-0.9745366558887434,-0.3012156377727087,62.0,1.0,2.0,10000
-0.9706442787157763,-0.9745366558887434,-0.25904789244844284,62.0,1.0,2.0,12500
-1.0870550738087508,-0.9745366558887434,-0.19064243892241126,62.0,1.0,2.0,11000
-1.0521318352808584,-0.9745366558887434,-0.07326473552748015,62.0,1.0,2.0,12800
-1.0288496762622636,-0.9745366558887434,-0.25309581975452367,62.0,1.0,2.0,11500
-0.9007978016599917,-0.9745366558887434,-0.2816526872068868,62.0,1.0,2.0,13500
-0.7378226885298274,-0.9745366558887434,-0.5153637317486012,62.0,1.0,2.0,13000
-0.9706442787157763,-0.9745366558887434,-0.21313190309535307,62.0,1.0,2.0,13000
-0.8542334836228018,-0.9745366558887434,-0.3861486745707633,62.0,1.0,2.0,13000
-0.8542334836228018,-0.9745366558887434,-0.4254101727132601,62.0,1.0,2.0,12500
1.3692127026530103,-0.26540488389316136,-0.5733958195580561,131.0,1.0,4.0,40000
0.3215155468162401,-0.5972778928976427,-0.5782990654799245,76.0,1.0,2.0,26000
0.08869395663029121,-0.5972778928976427,-0.7206566387448369,76.0,1.0,3.0,19000
0.08869395663029121,-0.5972778928976427,-0.7206566387448369,76.0,1.0,3.0,19000
-0.1441276335556577,-0.5972778928976427,-0.5733958195580561,76.0,1.0,2.0,20000
-0.9590031992064789,-0.5972778928976427,-0.05242594035953956,76.0,1.0,2.0,15000
-0.493360018834581,-0.5972778928976427,-0.5942346147259968,76.0,1.0,3.0,15000
-0.493360018834581,-0.5972778928976427,-0.5400537472893511,76.0,1.0,3.0,16000
-0.493360018834581,-0.5972778928976427,-0.756777217035934,76.0,1.0,2.0,12000
-0.72618160902053,-0.5972778928976427,-0.4587824461343825,76.0,1.0,2.0,14000
-0.493360018834581,-0.5972778928976427,-0.5129633135710282,76.0,1.0,3.0,16500
-0.7843870065670172,-0.5972778928976427,-0.46781259070715686,76.0,1.0,2.0,13000
-0.8425924041135044,-0.5972778928976427,-0.5555339951283927,76.0,1.0,2.0,11000
-0.493360018834581,-0.5972778928976427,-0.6484154821626426,76.0,1.0,2.0,14000
-0.72618160902053,-0.5972778928976427,-0.7296867833176112,76.0,1.0,2.0,10000
-0.493360018834581,-0.5972778928976427,-0.5942346147259968,76.0,1.0,2.0,15000
-0.72618160902053,-0.5972778928976427,-0.4587824461343825,76.0,1.0,2.0,14000
-0.6679762114740427,-0.5972778928976427,-0.6420412624642137,76.0,1.0,2.0,12000
-0.493360018834581,-0.5972778928976427,-0.5942346147259968,76.0,1.0,3.0,15000
-0.72618160902053,-0.5972778928976427,-0.5942346147259968,76.0,1.0,2.0,12000
-0.6097708139275555,-0.7318658292387897,-0.23302883181502526,149.0,1.0,3.0,19500
-0.493360018834581,-0.7318658292387897,-0.025335506641216702,149.0,1.0,3.0,25500
-0.027716838462683236,-0.7318658292387897,-0.47813275593318455,149.0,0.0,3.0,24000
-0.08592223600917047,-0.7318658292387897,-0.26312931372427295,149.0,0.0,3.0,28500
-0.6097708139275555,-0.7318658292387897,-0.1427273860872825,149.0,1.0,2.0,21000
-0.8425924041135044,-0.7318658292387897,-0.36203089714037234,149.0,1.0,2.0,13500
-0.6097708139275555,-0.7318658292387897,-0.4136317232705111,149.0,1.0,2.0,16500
-0.6097708139275555,-0.7318658292387897,-0.26312931372427295,149.0,1.0,3.0,19000
-0.6097708139275555,-0.7318658292387897,-0.26312931372427295,149.0,1.0,3.0,19000
-0.8425924041135044,-0.7318658292387897,-0.12982717955474765,149.0,1.0,2.0,16500
-0.6097708139275555,-0.7318658292387897,-0.05242594035953956,149.0,1.0,2.0,22500
