size_sq_ft,propertyType,bedrooms,localityName,price,price_per_sqft,location_avg_price
500,Independent Floor,2,New Ashok Nagar,10500,21.0,12721.019108280254
1800,Independent Floor,3,Shahdara,45000,25.0,26978.260869565216
2000,Apartment,4,Mayur Vihar,37000,18.5,21792.941176470587
1050,Apartment,2,Mayur Vihar II,20000,19.047619047619047,25710.0
2200,Apartment,4,Mayur Vihar II,45000,20.454545454545453,25710.0
1600,Apartment,3,Mayur Vihar II,32000,20.0,25710.0
1200,Apartment,2,Mayur Vihar II,21000,17.5,25710.0
2300,Apartment,4,Mayur Vihar II,35000,15.217391304347826,25710.0
1000,Apartment,2,Mayur Vihar II,16500,16.5,25710.0
2000,Apartment,4,Mayur Vihar II,40000,20.0,25710.0
2100,Apartment,4,Mayur Vihar II,40000,19.047619047619047,25710.0
1450,Independent Floor,3,Anand Vihar,43000,29.655172413793103,34318.181818181816
1450,Independent Floor,3,Shahdara,35000,24.137931034482758,26978.260869565216
1710,Independent Floor,3,Shahdara,45000,26.31578947368421,26978.260869565216
1350,Independent Floor,3,Anand Vihar,40000,29.62962962962963,34318.181818181816
1800,Independent Floor,3,Shahdara,35000,19.444444444444443,26978.260869565216
1300,Independent Floor,2,Anand Vihar,45000,34.61538461538461,34318.181818181816
1500,Apartment,3,IP Extension,26000,17.333333333333332,28875.0
651,Independent Floor,2,laxmi nagar near metro station,16000,24.577572964669738,14540.513513513513
651,Independent Floor,2,laxmi nagar near metro station,16000,24.577572964669738,14540.513513513513
800,Apartment,2,Anand Vihar,17000,21.25,34318.181818181816
651,Independent Floor,2,laxmi nagar near metro station,16000,24.577572964669738,14540.513513513513
1200,Apartment,2,New Ashok Nagar,22000,18.333333333333332,12721.019108280254
651,Independent Floor,2,laxmi nagar near metro station,16000,24.577572964669738,14540.513513513513
950,Apartment,2,Patparganj,21000,22.105263157894736,37614.705882352944
651,Independent Floor,2,laxmi nagar near metro station,16000,24.577572964669738,14540.513513513513
651,Independent Floor,2,laxmi nagar near metro station,16000,24.577572964669738,14540.513513513513
1650,Apartment,3,Patparganj,38000,23.03030303030303,37614.705882352944
1100,Apartment,2,Patparganj,23000,20.90909090909091,37614.705882352944
1000,Apartment,2,Patparganj,24000,24.0,37614.705882352944
1800,Apartment,4,Patparganj,35000,19.444444444444443,37614.705882352944
1650,Apartment,2,Patparganj,35000,21.21212121212121,37614.705882352944
1300,Apartment,3,other,24000,18.46153846153846,61900.17677136596
1450,Apartment,3,Patparganj,30000,20.689655172413794,37614.705882352944
1650,Apartment,3,Patparganj,30000,18.181818181818183,37614.705882352944
1050,Apartment,2,Patparganj,21000,20.0,37614.705882352944
1650,Apartment,3,Patparganj,30000,18.181818181818183,37614.705882352944
950,Apartment,2,Patparganj,20000,21.05263157894737,37614.705882352944
1450,Apartment,3,Patparganj,30000,20.689655172413794,37614.705882352944
950,Apartment,2,Patparganj,21000,22.105263157894736,37614.705882352944
900,Independent Floor,3,laxmi nagar near metro station,20000,22.22222222222222,14540.513513513513
1250,Apartment,3,Patparganj,27000,21.6,37614.705882352944
800,Independent House,2,other,16000,20.0,61900.17677136596
651,Independent Floor,2,laxmi nagar near metro station,16000,24.577572964669738,14540.513513513513
550,Independent Floor,2,mayur vihar phase 1,11500,20.90909090909091,19561.660079051384
600,Independent Floor,2,other,10000,16.666666666666668,61900.17677136596
900,Independent Floor,3,laxmi nagar near metro station,16000,17.77777777777778,14540.513513513513
950,Apartment,2,Patparganj,20000,21.05263157894737,37614.705882352944
1600,Apartment,3,Patparganj,35000,21.875,37614.705882352944
1050,Apartment,2,Patparganj,18900,18.0,37614.705882352944
651,Independent Floor,2,laxmi nagar near metro station,15000,23.04147465437788,14540.513513513513
800,Apartment,2,other,12500,15.625,61900.17677136596
800,Apartment,2,other,13000,16.25,61900.17677136596
800,Apartment,2,other,13500,16.875,61900.17677136596
650,Independent Floor,2,other,12500,19.23076923076923,61900.17677136596
950,Apartment,2,IP Extension,27000,28.42105263157895,28875.0
950,Apartment,2,Patparganj,22000,23.157894736842106,37614.705882352944
700,Independent Floor,2,mayur vihar phase 1,11000,15.714285714285714,19561.660079051384
1200,Apartment,2,Mayur Vihar,22000,18.333333333333332,21792.941176470587
651,Independent Floor,2,laxmi nagar near metro station,15000,23.04147465437788,14540.513513513513
550,Independent Floor,2,other,11500,20.90909090909091,61900.17677136596
600,Independent House,2,other,11000,18.333333333333332,61900.17677136596
651,Independent Floor,2,laxmi nagar near metro station,15000,23.04147465437788,14540.513513513513
651,Independent Floor,2,laxmi nagar near metro station,16000,24.577572964669738,14540.513513513513
1000,Independent Floor,3,other,27000,27.0,61900.17677136596
651,Independent Floor,2,laxmi nagar near metro station,11500,17.665130568356375,14540.513513513513
900,Independent Floor,3,laxmi nagar near metro station,20000,22.22222222222222,14540.513513513513
1250,Apartment,2,Mayur Vihar II,18000,14.4,25710.0
651,Independent Floor,2,laxmi nagar near metro station,13000,19.96927803379416,14540.513513513513
800,Independent Floor,2,New Ashok Nagar,14000,17.5,12721.019108280254
1200,Independent Floor,3,New Ashok Nagar,22000,18.333333333333332,12721.019108280254
900,Independent Floor,2,New Ashok Nagar,14000,15.555555555555555,12721.019108280254
600,Independent Floor,2,New Ashok Nagar,12000,20.0,12721.019108280254
550,Independent Floor,2,New Ashok Nagar,11500,20.90909090909091,12721.019108280254
650,Independent Floor,2,New Ashok Nagar,10000,15.384615384615385,12721.019108280254
1000,Independent Floor,3,New Ashok Nagar,18000,18.0,12721.019108280254
800,Independent Floor,2,New Ashok Nagar,15000,18.75,12721.019108280254
850,Independent Floor,2,New Ashok Nagar,15000,17.647058823529413,12721.019108280254
600,Independent Floor,2,mayur vihar phase 1,14500,24.166666666666668,19561.660079051384
850,Independent Floor,2,Preet Vihar,14000,16.470588235294116,23355.555555555555
900,Independent Floor,3,laxmi nagar near metro station,14000,15.555555555555555,14540.513513513513
1450,Apartment,3,Patparganj,28000,19.310344827586206,37614.705882352944
800,Independent Floor,2,Preet Vihar,14000,17.5,23355.555555555555
650,Independent Floor,2,mayur vihar phase 1,12000,18.46153846153846,19561.660079051384
1620,Independent Floor,3,other,40000,24.691358024691358,61900.17677136596
1800,Independent Floor,3,other,45000,25.0,61900.17677136596
1530,Independent Floor,3,Anand Vihar,35000,22.875816993464053,34318.181818181816
2160,Independent Floor,4,IP Extension,50000,23.14814814814815,28875.0
500,Independent Floor,2,mayur vihar phase 1,10000,20.0,19561.660079051384
590,Independent Floor,2,mayur vihar phase 1,10500,17.796610169491526,19561.660079051384
550,Independent Floor,2,mayur vihar phase 1,11000,20.0,19561.660079051384
580,Apartment,2,laxmi nagar near metro station,12500,21.551724137931036,14540.513513513513
1000,Independent Floor,2,Preet Vihar,14000,14.0,23355.555555555555
1000,Independent Floor,2,Preet Vihar,15000,15.0,23355.555555555555
900,Apartment,3,laxmi nagar near metro station,15000,16.666666666666668,14540.513513513513
1710,Independent Floor,3,Anand Vihar,42000,24.56140350877193,34318.181818181816
1710,Independent Floor,3,Preet Vihar,40000,23.391812865497077,23355.555555555555
1800,Independent Floor,3,IP Extension,35000,19.444444444444443,28875.0
1710,Independent Floor,3,Preet Vihar,40000,23.391812865497077,23355.555555555555
2250,Independent Floor,4,Anand Vihar,55000,24.444444444444443,34318.181818181816
1710,Independent Floor,3,other,40000,23.391812865497077,61900.17677136596
1800,Independent Floor,3,Preet Vihar,45000,25.0,23355.555555555555
1620,Independent Floor,3,other,28000,17.28395061728395,61900.17677136596
800,Independent Floor,2,Preet Vihar,12500,15.625,23355.555555555555
1450,Apartment,3,mayur vihar phase 1,35000,24.137931034482758,19561.660079051384
1250,Independent Floor,2,Mayur Vihar II,19000,15.2,25710.0
760,Apartment,2,laxmi nagar near metro station,12000,15.789473684210526,14540.513513513513
680,Apartment,2,laxmi nagar near metro station,11000,16.176470588235293,14540.513513513513
1000,Independent Floor,3,Preet Vihar,15000,15.0,23355.555555555555
1500,Independent Floor,3,Preet Vihar,19000,12.666666666666666,23355.555555555555
1400,Apartment,3,Mayur Vihar,35000,25.0,21792.941176470587
560,Independent Floor,2,other,12500,22.321428571428573,61900.17677136596
1620,Independent Floor,2,other,28000,17.28395061728395,61900.17677136596
1350,Independent Floor,3,other,25000,18.51851851851852,61900.17677136596
1350,Independent Floor,2,Anand Vihar,24000,17.77777777777778,34318.181818181816
2700,Independent Floor,4,Shahdara,50000,18.51851851851852,26978.260869565216
900,Independent Floor,3,laxmi nagar near metro station,20000,22.22222222222222,14540.513513513513
590,Independent Floor,2,mayur vihar phase 1,11500,19.491525423728813,19561.660079051384
560,Independent Floor,2,other,12000,21.428571428571427,61900.17677136596
560,Independent Floor,2,laxmi nagar near metro station,12500,22.321428571428573,14540.513513513513
517,Independent Floor,2,other,13000,25.145067698259187,61900.17677136596
1200,Apartment,3,IP Extension,45000,37.5,28875.0
680,Apartment,3,other,14500,21.323529411764707,61900.17677136596
760,Apartment,2,laxmi nagar near metro station,11000,14.473684210526315,14540.513513513513
560,Apartment,2,laxmi nagar near metro station,13000,23.214285714285715,14540.513513513513
700,Independent Floor,2,Preet Vihar,10000,14.285714285714286,23355.555555555555
750,Independent Floor,2,other,16000,21.333333333333332,61900.17677136596
1710,Independent Floor,3,other,30000,17.54385964912281,61900.17677136596
1100,Apartment,2,Mayur Vihar II,18000,16.363636363636363,25710.0
1050,Apartment,2,Mayur Vihar II,20000,19.047619047619047,25710.0
750,Independent Floor,2,mayur vihar phase 1,18000,24.0,19561.660079051384
350,Independent Floor,2,mayur vihar phase 1,13000,37.142857142857146,19561.660079051384
1000,Independent Floor,3,other,22000,22.0,61900.17677136596
600,Independent Floor,2,mayur vihar phase 1,16500,27.5,19561.660079051384
700,Independent Floor,2,other,16000,22.857142857142858,61900.17677136596
350,Independent Floor,2,mayur vihar phase 1,10000,28.571428571428573,19561.660079051384
16000,Independent House,5,other,450000,28.125,61900.17677136596
11000,Villa,5,other,415000,37.72727272727273,61900.17677136596
16000,Villa,5,other,425000,26.5625,61900.17677136596
15000,Villa,5,other,421000,28.066666666666666,61900.17677136596
800,Independent Floor,2,Preet Vihar,14000,17.5,23355.555555555555
550,Independent Floor,2,Delhi,7500,13.636363636363637,43676.470588235294
900,Independent Floor,3,laxmi nagar near metro station,15500,17.22222222222222,14540.513513513513
350,Independent Floor,2,mayur vihar phase 1,11000,31.428571428571427,19561.660079051384
800,Independent Floor,2,New Ashok Nagar,14000,17.5,12721.019108280254
800,Independent Floor,2,New Ashok Nagar,14000,17.5,12721.019108280254
900,Independent Floor,2,New Ashok Nagar,15000,16.666666666666668,12721.019108280254
750,Independent Floor,2,New Ashok Nagar,12000,16.0,12721.019108280254
600,Independent Floor,2,New Ashok Nagar,13000,21.666666666666668,12721.019108280254
500,Independent Floor,2,New Ashok Nagar,10000,20.0,12721.019108280254
660,Independent Floor,2,other,13000,19.696969696969695,61900.17677136596
555,Independent Floor,2,laxmi nagar near metro station,12500,22.52252252252252,14540.513513513513
1780,Apartment,4,mayur vihar phase 1,52500,29.49438202247191,19561.660079051384
950,Apartment,2,Anand Vihar,17000,17.894736842105264,34318.181818181816
15800,Villa,5,other,440000,27.848101265822784,61900.17677136596
1000,Apartment,3,Mayur Vihar II,30000,30.0,25710.0
660,Apartment,2,other,12500,18.939393939393938,61900.17677136596
650,Independent Floor,2,other,12000,18.46153846153846,61900.17677136596
800,Independent Floor,2,Preet Vihar,13000,16.25,23355.555555555555
1000,Apartment,2,Patparganj,18000,18.0,37614.705882352944
800,Independent Floor,2,mayur vihar phase 1,15500,19.375,19561.660079051384
375,Independent Floor,4,other,70000,186.66666666666666,61900.17677136596
1400,Independent Floor,3,Preet Vihar,19000,13.571428571428571,23355.555555555555
1350,Apartment,3,mayur vihar phase 1,50000,37.03703703703704,19561.660079051384
950,Independent Floor,3,other,22000,23.157894736842106,61900.17677136596
900,Independent Floor,3,laxmi nagar near metro station,18000,20.0,14540.513513513513
600,Independent Floor,2,mayur vihar phase 1,15000,25.0,19561.660079051384
850,Independent Floor,2,mayur vihar phase 1,15000,17.647058823529413,19561.660079051384
650,Independent Floor,2,other,12000,18.46153846153846,61900.17677136596
850,Independent Floor,2,mayur vihar phase 1,17000,20.0,19561.660079051384
600,Independent Floor,2,mayur vihar phase 1,12000,20.0,19561.660079051384
800,Independent Floor,2,mayur vihar phase 1,14000,17.5,19561.660079051384
800,Independent Floor,2,mayur vihar phase 1,15000,18.75,19561.660079051384
1000,Independent Floor,3,mayur vihar phase 1,20000,20.0,19561.660079051384
1000,Apartment,2,Mayur Vihar,17000,17.0,21792.941176470587
651,Apartment,2,other,15000,23.04147465437788,61900.17677136596
900,Independent Floor,3,laxmi nagar near metro station,13000,14.444444444444445,14540.513513513513
651,Independent Floor,2,other,11000,16.897081413210447,61900.17677136596
1400,Apartment,3,Mayur Vihar,23000,16.428571428571427,21792.941176470587
1150,Apartment,3,Mayur Vihar,19000,16.52173913043478,21792.941176470587
1300,Apartment,3,Mayur Vihar,24000,18.46153846153846,21792.941176470587
1275,Apartment,3,Mayur Vihar,22500,17.647058823529413,21792.941176470587
1300,Apartment,3,Mayur Vihar,27000,20.76923076923077,21792.941176470587
1300,Apartment,3,Mayur Vihar,25000,19.23076923076923,21792.941176470587
1350,Apartment,3,Delhi,24000,17.77777777777778,43676.470588235294
1050,Apartment,2,Mayur Vihar,19500,18.571428571428573,21792.941176470587
1275,Apartment,3,Mayur Vihar,22200,17.41176470588235,21792.941176470587
1350,Apartment,3,Mayur Vihar,25500,18.88888888888889,21792.941176470587
1350,Apartment,3,Mayur Vihar,24000,17.77777777777778,21792.941176470587
1150,Apartment,3,Mayur Vihar,25000,21.73913043478261,21792.941176470587
850,Apartment,2,Mayur Vihar,20000,23.529411764705884,21792.941176470587
1300,Apartment,3,Mayur Vihar,30000,23.076923076923077,21792.941176470587
1000,Apartment,2,Mayur Vihar,22000,22.0,21792.941176470587
850,Apartment,2,Mayur Vihar,21000,24.705882352941178,21792.941176470587
950,Apartment,2,Mayur Vihar,21000,22.105263157894736,21792.941176470587
1100,Apartment,2,Mayur Vihar,26500,24.09090909090909,21792.941176470587
950,Apartment,3,Mayur Vihar,22000,23.157894736842106,21792.941176470587
850,Apartment,2,Mayur Vihar,18000,21.176470588235293,21792.941176470587
1400,Apartment,3,Mayur Vihar,33000,23.571428571428573,21792.941176470587
1150,Apartment,3,Mayur Vihar,24000,20.869565217391305,21792.941176470587
1300,Apartment,3,Mayur Vihar,23000,17.692307692307693,21792.941176470587
1350,Apartment,2,Mayur Vihar,22000,16.296296296296298,21792.941176470587
900,Apartment,2,mayur vihar phase 1,19000,21.11111111111111,19561.660079051384
1400,Apartment,3,Mayur Vihar,32000,22.857142857142858,21792.941176470587
1200,Apartment,2,Mayur Vihar,18000,15.0,21792.941176470587
1250,Apartment,3,Mayur Vihar,24000,19.2,21792.941176470587
1050,Apartment,2,Mayur Vihar,25000,23.80952380952381,21792.941176470587
1400,Apartment,3,Mayur Vihar,25000,17.857142857142858,21792.941176470587
1250,Apartment,3,Mayur Vihar,22000,17.6,21792.941176470587
1250,Apartment,2,Mayur Vihar,18000,14.4,21792.941176470587
1000,Apartment,2,Mayur Vihar,18500,18.5,21792.941176470587
900,Apartment,2,Mayur Vihar,17500,19.444444444444443,21792.941176470587
900,Apartment,2,Mayur Vihar,19000,21.11111111111111,21792.941176470587
1500,Apartment,3,Mayur Vihar,27000,18.0,21792.941176470587
1350,Apartment,3,Mayur Vihar,24800,18.37037037037037,21792.941176470587
1400,Apartment,2,Mayur Vihar,20500,14.642857142857142,21792.941176470587
1150,Apartment,2,Mayur Vihar,24000,20.869565217391305,21792.941176470587
1300,Apartment,3,Mayur Vihar,22300,17.153846153846153,21792.941176470587
1000,Apartment,2,Mayur Vihar,18200,18.2,21792.941176470587
1250,Apartment,3,Mayur Vihar,26000,20.8,21792.941176470587
1350,Apartment,3,Mayur Vihar,27000,20.0,21792.941176470587
1050,Apartment,2,Mayur Vihar,20300,19.333333333333332,21792.941176470587
1050,Apartment,2,Mayur Vihar,19600,18.666666666666668,21792.941176470587
1275,Apartment,3,Mayur Vihar,27000,21.176470588235293,21792.941176470587
1600,Apartment,3,Mayur Vihar,29000,18.125,21792.941176470587
1500,Apartment,3,Mayur Vihar,24500,16.333333333333332,21792.941176470587
1350,Apartment,3,Mayur Vihar,22600,16.74074074074074,21792.941176470587
1050,Apartment,2,Mayur Vihar,20000,19.047619047619047,21792.941176470587
1150,Apartment,2,Mayur Vihar,19000,16.52173913043478,21792.941176470587
1150,Apartment,2,Mayur Vihar,19400,16.869565217391305,21792.941176470587
1050,Apartment,2,Mayur Vihar,19000,18.095238095238095,21792.941176470587
900,Apartment,2,Mayur Vihar,18000,20.0,21792.941176470587
1100,Apartment,2,Mayur Vihar,17500,15.909090909090908,21792.941176470587
2250,Independent Floor,4,other,50000,22.22222222222222,61900.17677136596
